id,type,name,origin,row,match
2635869338831441421,host,Homo sapiens,Anthony,1,7818969158599414049
13639206402503799384,host,Felis catus,Anthony,2,13379558674117995900
1505248077238302184,host,Rhinolophus sinicus,Anthony,3,17492752780626056344
12181211286833289006,host,Rhinilophus ferrumequinum,Anthony,5,12661968354197151172
8854790733557009084,host,Aselliscus stoliczkanus,Anthony,6,2259116239416142585
1298078148368611148,host,Canis lupus familiaris (domestic dog),Anthony,7,17725050460804723794
1793713268492589363,host,Canis lupus familiaris,Anthony,8,17725050460804723794
15623282237558583671,host,Mus musculus; old,Anthony,9,4266611939445510489
10202929733045373682,host,Mus musculus; young,Anthony,10,4266611939445510489
10933910252677030324,host,Chlorocebus aethiops,Anthony,13,15047342627518720203
17842210480956225395,host,Mustela vison,Anthony,14,847334897701006686
8070205145500799471,host,Homo sapiens; patient #2 with severe acute,Anthony,15,11652268155167045279
8082503403136550241,host,Rhinolophus Ferrumequinum,Anthony,16,1099109481974468750
2684033785842308818,host,Vicugna pacos,Anthony,17,8420952885203453276
6972323376235922522,host,Gallus gallus,Anthony,19,3248344960615667135
8702863715599380397,host,Oryctolagus cuniculus,Anthony,20,16805230566005421771
8268352735802177763,host,Hydropotes inermis (water deer),Anthony,21,2390841092061343795
5343590439192172553,host,Hipposideros abae,Anthony,22,8476434251391177161
18325606032972049838,host,Rhinolophus ferrumequinum,Anthony,24,5439455756258861471
13559478834485399585,host,Branta canadensis,Anthony,26,3982160309879941928
9210082220463746637,host,Delphinapterus leucas (beluga whale),Anthony,27,6039317989971761016
12926912297059400065,host,Bos taurus,Anthony,29,5549035660701021675
16057779277534679546,host,Homo sapiens; sex: F; age: 12Y,Anthony,32,7818969158599414049
13894206554833000333,host,Homo sapiens; sex: F; age: 8Y,Anthony,33,7818969158599414049
9926216721942973396,host,Homo sapiens; sex: M; age: 4Y,Anthony,34,7818969158599414049
6434666313315675256,host,Mus musculus,Anthony,35,4266611939445510489
6438215839764959592,host,Neoromicia capensis,Anthony,36,711229478414453768
3157598148649688224,host,Rhinolophus affinis,Anthony,37,10363859235334865005
10236580002053900081,host,Rhinolophus macrotis,Anthony,39,6669800988377555210
6469471790811643889,host,Homo sapiens; bovine,Anthony,40,7818969158599414049
14968302876955438363,host,Camelus dromedarius,Anthony,44,15746117653815210672
14356947261945742809,host,Myotis lucifugus (little brown bat),Anthony,46,16089626169548218295
1011091551559028535,host,Chaerephon plicata,Anthony,48,4759228876275005260
11008169038692027260,host,Rhinolophus pusillus,Anthony,49,13306073821561743022
6136387568749945053,host,Equus caballus adult,Anthony,50,10290730532939929952
17959867673951881665,host,Hipposideros cf. ruber,Anthony,53,9818554748130852567
13899299622769571485,host,Myotis lucifugus,Anthony,55,16712476393081817661
845126635875384474,host,Homo sapiens; sex: F; age: 59Y,Anthony,59,7818969158599414049
11315704394367504204,host,Homo sapiens; sex: F; age: 7Y,Anthony,60,7818969158599414049
14646195433990489302,host,Homo sapiens; sex: M; age: 18Y,Anthony,61,7818969158599414049
845836266995581316,host,Homo sapiens; sex: F; age: 4Y,Anthony,62,7818969158599414049
5348275318973369916,host,Homo sapiens; sex: M; age: 5Y,Anthony,63,7818969158599414049
17550342549378591056,host,Homo sapiens; sex: M; age: 11Y,Anthony,64,7818969158599414049
2643825325672613119,host,Homo sapiens; sex: F; age: 20Y,Anthony,65,7818969158599414049
3721857218152303111,host,Homo sapiens; sex: F; age: 29Y,Anthony,66,7818969158599414049
14617782162330597732,host,Homo sapiens; sex: F; age: 3Y,Anthony,67,7818969158599414049
5071114029271827166,host,Homo sapiens; sex: F; age: 21Y,Anthony,68,7818969158599414049
10416170805136327179,host,Homo sapiens; sex: F; age: 15Y,Anthony,69,7818969158599414049
12997120912456786529,host,Homo sapiens; sex: M; age: 7Y,Anthony,70,7818969158599414049
5251702478386390283,host,Homo sapiens; sex: M; age: 6Y,Anthony,71,7818969158599414049
14196589661401363411,host,Homo sapiens; sex: M; age: 20Y,Anthony,72,7818969158599414049
877982594781557977,host,Homo sapiens; sex: M; age: 25Y,Anthony,73,7818969158599414049
7845645824412884192,host,Homo sapiens; sex: F; age: 10Y,Anthony,74,7818969158599414049
15580238501336596004,host,Homo sapiens; sex: F; age: 11Y,Anthony,75,7818969158599414049
13337073205741635285,host,Homo sapiens; sex: M; age: 9Y,Anthony,76,7818969158599414049
16705527312009825074,host,Homo sapiens; sex: F; age: 48Y,Anthony,77,7818969158599414049
4971550826209950394,host,Homo sapiens; sex: F; age: 27Y,Anthony,78,7818969158599414049
3893334375761857853,host,Homo sapiens; sex: F; age: 32Y,Anthony,79,7818969158599414049
1469337946612743913,host,Homo sapiens; sex: M; age: 19Y,Anthony,80,7818969158599414049
3028134016890589905,host,Homo sapiens; sex: M; age: 34Y,Anthony,81,7818969158599414049
3191338813950636434,host,Homo sapiens; sex: F; age: 6Y,Anthony,82,7818969158599414049
11218718649713313765,host,Homo sapiens; sex: M; age: 21Y,Anthony,83,7818969158599414049
13006908520357851808,host,Homo sapiens; sex: M; age: 43Y,Anthony,84,7818969158599414049
10770969866432718936,host,Homo sapiens; sex: M; age: 12Y,Anthony,85,7818969158599414049
8547360539326945205,host,Homo sapiens; sex: M; age: 17Y,Anthony,86,7818969158599414049
9840858469764518399,host,Homo sapiens; sex: F; age: 18Y,Anthony,87,7818969158599414049
5659808500507630474,host,Homo sapiens; sex: M; age: 50Y,Anthony,88,7818969158599414049
4423446818606895992,host,Homo sapiens; sex: F; age: 43Y,Anthony,89,7818969158599414049
16720634274097112031,host,Homo sapiens; sex: M; age: 15Y,Anthony,90,7818969158599414049
14013046899759855812,host,Homo sapiens; sex: F; age: 19Y,Anthony,91,7818969158599414049
1704891920431923987,host,Homo sapiens; sex: M; age: 8Y,Anthony,92,7818969158599414049
17504415615266332187,host,Homo sapiens; sex: F; age: 9Y,Anthony,93,7818969158599414049
8398939762493499697,host,Homo sapiens; sex: M; age: 35Y,Anthony,94,7818969158599414049
5358631333850251776,host,Homo sapiens; sex: F; age: 13Y,Anthony,95,7818969158599414049
5933785737905645860,host,Homo sapiens; F; 2M,Anthony,96,7818969158599414049
9923198438255740100,host,Homo sapiens; sex: F,Anthony,97,7818969158599414049
11469825854095056726,host,Homo sapiens; sex: M,Anthony,98,7818969158599414049
1530750343383459177,host,camelus dromedarius,Anthony,99,15746117653815210672
8657019796200375372,host,Pan troglodytes verus,Anthony,100,17440566740782689852
5284904883807189752,host,Rousettus sp.,Anthony,101,17100745315376060696
3890156586269937245,host,Mustela putorius furo (ferret),Anthony,104,9995074313292892726
13271281441998349148,host,Homo sapiens; sex:M; age:34Y,Anthony,105,7818969158599414049
8020007955501879908,host,Homo sapiens; sex:F; age:15Y,Anthony,106,7818969158599414049
14032612433384195185,host,Rattus sp.,Anthony,107,3199211079970685396
3028563813589083140,host,Bubalus bubalis,Anthony,109,8951531435361065101
17824547934493727999,host,Erinaceus europaeus,Anthony,110,6703859117519198477
16410103446386655413,host,Homo sapiens; cell line Vero p2,Anthony,111,11652268155167045279
17974509315673739925,host,Hypsugo savii,Anthony,112,5248053974575682794
14633177587789055786,host,Hipposideros commersoni,Anthony,113,6165898672587627252
8506526281777741448,host,Rhinolophus monoceros,Anthony,116,8792812818933892793
10785787211167741447,host,Rhinolophus rex,Anthony,117,16032260027356020229
4222002960753585695,host,Suncus murinus,Anthony,118,4653870905431571828
9528895486040994276,host,Apodemus chevrieri,Anthony,119,13622899350181448591
14902166906282222692,host,Felis catus (cat),Anthony,120,13379558674117995900
18243429815737696130,host,Rattus losea,Anthony,121,12342951696652227416
5750188357667769058,host,Rattus tanezumi,Anthony,122,11845067576836396951
18282453269851633294,host,Rattus norvegicus,Anthony,123,14592852639125465333
162850434015380820,host,Mustela putorius furo,Anthony,124,9995074313292892726
5615054484621256729,host,Pipistrellus kuhlii,Anthony,125,17350774572658443900
14763534640374290560,host,Niviventer confucianus,Anthony,126,11242530923984317619
7627997279284993961,host,Apodemus agrarius,Anthony,127,12551348198676197814
8425094504517081491,host,Homo sapiens; age: 2 months; sex: male,Anthony,128,11652268155167045279
12089517675727868971,host,Homo sapiens; sex: M; age: 16Y,Anthony,129,7818969158599414049
9488602888256172695,host,Myotis davidii,Anthony,131,4325861386070894237
5984030016099064547,host,Miniopterus schreibersii,Anthony,132,12998951393942008291
16907415233005914308,host,Murina leucogaster,Anthony,133,3505477105686511263
8963605301227960882,host,Pipistrellus cf. hesperidus,Anthony,134,5823469782688813866
4269478295137454432,host,Miniopterus spp.,Anthony,135,10924795049631218265
15829883747550710306,host,Camelus dromedarius (camel),Anthony,136,15746117653815210672
3696052039820017057,host,Bovidae,Anthony,138,13389115675492613888
11196721355078811633,host,Rousettus aegyptiacus,Anthony,141,16806339176318635670
14228882472951319400,host,Scotophilus kuhlii,Anthony,142,5433559761267573715
17563895564273777099,host,Pipistrellus coromandra,Anthony,143,4291596173867722671
4751700102873563294,host,Macroglossus sp.,Anthony,144,3319429674036911428
6986093007171303716,host,Miniopterus magnater,Anthony,145,11387206342661517839
6063085758985439601,host,Pipistrellus pipistrellus,Anthony,146,16385869814169478650
13160308148002005889,host,Hipposideros pratti,Anthony,147,689604083764947345
5903915924880921333,host,Tylonycteris pachypus,Anthony,148,766693982060745919
9355156736845511854,host,Miniopterus fuliginosus,Anthony,149,13937208345049672659
16307818773816881947,host,Eidolon helvum,Anthony,150,9336824285797367536
15008721383760610507,host,Hipposideros larvatus,Anthony,151,5222000887078553747
13304029876086087303,host,Eonycteris spelaea,Anthony,152,10131521512849763521
4968241152107785354,host,Rousettus amplexicaudatus,Anthony,153,12024276197478461875
17527960101712630037,host,Rousettus leschenaultii,Anthony,154,18135344328413053089
17367420950020009023,host,Rousettus leschenaulti,Anthony,155,5170349160263064107
2524569197189317844,host,Meleagris gallopavo,Anthony,157,661013320252326947
13523815484306802241,host,guinea fowl,Anthony,161,1716251904099414967
12261788603918427898,host,Calidris fuscicollis,Anthony,163,1103490481464667085
8615904585531045547,host,Calidris alba,Anthony,164,15113030114965339855
756882904314623938,host,Canis mesomelas (silver-backed jackal),Anthony,169,6421603240517694626
16447931762116285920,host,Crocuta crocuta (spottted hyena),Anthony,170,3661172556009259290
13207975363784174612,host,Chaerephon pumila (bat),Anthony,174,13785913086722459744
11466583605687888306,host,Miniopterus inflatus (bat),Anthony,175,18265360183782536589
14546254936990190928,host,Miniopterus natalensis (bat),Anthony,176,11572282300678673650
7211827898157215400,host,Chaerephon sp. (bat),Anthony,177,12462132645354622296
16115331533885815312,host,Rousettus aegyptiacus (bat),Anthony,178,16806339176318635670
1753598268678669336,host,Miniopterus schreibersi,Anthony,179,13736824699598920509
12843275214686885513,host,Bos taurus; breed: Holstein,Anthony,181,5549035660701021675
7558563678189607739,host,Equus caballus healthy foal,Anthony,182,10290730532939929952
12927012154633033198,host,Gallus gallus; embryo,Anthony,183,3248344960615667135
150047906165844356,host,Amazona vinacea,Anthony,184,11899154706340813466
12450641310182186269,host,Coragyps atratus,Anthony,185,7089282641162927398
17245529524886010511,host,Megascops choliba,Anthony,186,5476216663632003616
12294374738631377153,host,Pitangus sulphuratus,Anthony,187,807931367070846826
8132707724110566788,host,Caracara plancus,Anthony,188,11556457487155857246
8242050412368067729,host,Rupornis magnirostris,Anthony,189,9162651763646970037
16245176655114082668,host,Colaptes campestris,Anthony,190,10526027618294591727
927327262684025056,host,Asio clamator,Anthony,191,5461333675724570827
6897683177600202790,host,Pyroderus scutatus,Anthony,192,5503843192818269508
8442165656782037180,host,Columba livia,Anthony,193,18269456196328007265
6854921446198062626,host,Canis familiaris,Anthony,194,1326896301360915355
7493633094393966327,host,Homo sapiensc,Anthony,195,3784391059436255696
14676096939062949316,host,Mystacina tuberculata,Anthony,198,13758184547326246021
12980594422701973722,host,Anas platyrhynchos,Anthony,199,2891395421696128734
15802598249724733881,host,Myotis ricketti,Anthony,200,5341640368219454889
1990826729583359200,host,Leopardus pardalis,Anthony,201,6200157630403767429
14453536936534389297,host,Herpailurus yaguarondi,Anthony,202,12924352556203747859
13494879428357080173,host,Cynopterus brachyotis large intestine,Anthony,204,18057231692296917860
3880434075538827875,host,Felis catus (cat); breed Scottish Fold; color red,Anthony,205,3346929767171783965
4072508275706178452,host,Sus scrofa,Anthony,206,14728886377016561170
10088812548605395577,host,Rhinolophus pearsonii,Anthony,207,4266178848573463881
10493864551884050120,host,Rhinolophus thomasi,Anthony,208,5585006685866111326
16535822516063790067,host,Hipposideros galeritus,Anthony,209,1649368159226549367
4421774920740534963,host,Rhinolophus creaghi,Anthony,210,18342155005858213890
8245281464895263321,host,Hipposideros diadema,Anthony,211,12476965643597223822
7769807395703499755,host,Dyacopterus spadiceus,Anthony,212,15887617939267830522
5143716323725024744,host,Cynopterus horsfieldi,Anthony,213,4215040851296636706
7778073886710774127,host,Hipposideros bicolor,Anthony,214,15833040863903878429
6229005624716493088,host,Cynopterus brachyotis,Anthony,215,10749038211910329277
15746318499307608612,host,Manis javanica,Anthony,216,15250639160007306475
5569222340101531400,host,Rhinolophus sp. (bat),Anthony,217,1099109481974468750
3034654301667597809,host,Lama glama,Anthony,218,815376911375943848
225728259265548209,host,Rhinolophus sp.,Anthony,221,1099109481974468750
6217134538817574780,host,Hipposideros caffer,Anthony,222,5051060129427717607
3232671200202253927,host,Megaloglossus woermanni,Anthony,223,5300200807547941936
16510469540891725222,host,Cynopterus sp.,Anthony,224,17594712706008729029
12191916778980389961,host,Hipposideros gigas,Anthony,225,12296774842264709306
39177465415548634,host,Triaenops persicus,Anthony,226,9715631007672055389
2380330755396821992,host,Miniopterus inflatus,Anthony,227,18265360183782536589
10560274979820059354,host,Hipposideros ruber,Anthony,228,9818554748130852567
1390390144993531609,host,Triaenops afer,Anthony,229,10705782228161127666
7630412735917475680,host,Sturnira erythromos,Anthony,230,13028989608847904425
11914880022169349096,host,Crocidura sp.,Anthony,231,2601792650917073507
8445931396881208602,host,Pteropus giganteus,Anthony,232,9704584808266430582
6823132312124942167,host,Mastomys,Anthony,233,7368830492158568270
4627349028245994386,host,Chiroptera sp.,Anthony,234,11098428561282226080
16230308801267911257,host,Rhinolophus clivosus,Anthony,235,4155144770219546089
15182635667107663909,host,Mus bufo,Anthony,236,2771842371120875062
8506688825630273781,host,Hipposideros sp.,Anthony,237,7511114111111506151
16905302789931771963,host,Mastomys sp.,Anthony,238,7368830492158568270
3904133156635653259,host,Artibeus obscurus,Anthony,239,2889132951985600383
16884258974820503026,host,Pteronotus parnellii,Anthony,240,10998044242259759254
10592542494054289240,host,Anoura caudifer,Anthony,242,12725190250448717761
1126083277672125490,host,Sturnira lilium,Anthony,243,9308821216583679460
1841546374549418615,host,Artibeus lituratus,Anthony,244,9662275854023461454
5980587801584850058,host,Glossophaga soricina,Anthony,245,10134780959840997576
629997796372633128,host,Lichonycteris obscura,Anthony,246,5589219451475076311
9939840721546533851,host,Rhinolophus shameli,Anthony,247,12312689048508664092
16704353481683184555,host,Nycticebus pygmaeus,Anthony,248,2220158263512745070
545019796774396051,host,Megaerops niphanae,Anthony,249,14707127600871482559
6731978336129712539,host,Cynopterus sphinx,Anthony,250,3647160288431142907
15528162901553175591,host,Deomys ferrugineus,Anthony,251,4805733456327792956
11213257293264267935,host,Chiroptera,Anthony,252,11098428561282226080
6303827831683661714,host,Rhinolophus coelophyllus,Anthony,253,10991403704138581900
9435934066420263515,host,Hipposideros lekaguli,Anthony,254,4581084546863388287
13863872138215288994,host,Mus cervicolor,Anthony,255,3794710688964750049
14491757676635855583,host,Myonycteris angolensis,Anthony,257,16765504821360977388
9863226864743132965,host,Tadarida sp.,Anthony,258,4929725672949977001
5660525182861167892,host,Artibeus planirostris,Anthony,259,17909868768214880640
6041106980454674813,host,Crocidura attenuata,Anthony,260,17849130732611724337
16210016521459582160,host,Myotis daubentonii,Anthony,261,1400475232396741529
4758011978498131782,host,Myotis longipes,Anthony,262,14976090275906702169
1723377508579675255,host,Nyctalus plancyi,Anthony,263,13142215968526824194
15071887550101083791,host,Myotis myotis,Anthony,264,11469355889009842595
15991863422129838910,host,Scotophilus dinganii,Anthony,265,6692684299249023402
17301275823758214846,host,Mesophylla macconnelli,Anthony,266,4589450228391958181
8106125389663224720,host,Pteropus alecto,Anthony,267,4640521071981342980
10413923968737281727,host,Scotophilus leucogaster,Anthony,268,8903660166236497123
9014626052030607322,host,Mops condylurus,Anthony,269,13867674971480903552
14643758676402543878,host,Epomops franqueti,Anthony,270,7455466360045649118
12568240278288688987,host,Scotophilus nux,Anthony,271,2088821072510763383
17674608401427439510,host,Canis lupus,Anthony,274,8720038646123072439
9242504852852029236,host,Mustela putorius (ferret),Anthony,276,3863480332969271410
16557640095264231127,host,Bos taurus indicus,Anthony,277,10495518708003723265
17176467277838733016,host,Equus caballus,Anthony,282,7150537418873496604
208694566565584888,host,Bubulcus ibis,Anthony,283,1250898443039047398
3762410158013305111,host,Corvus splendens (crow),Anthony,284,4630247220679758232
17627499633398429846,host,Anas crecca,Anthony,285,3445813375293009088
5123396101575269532,host,Passer domesticus,Anthony,286,14111993148658010449
5702600282623728120,host,Hipposideros armiger,Anthony,287,12318709939346741376
13016818069672597751,host,Eptesicus fuscus,Anthony,288,2566039345968249518
3193116206237583273,host,Melogale moschata,Anthony,289,13375768281494526252
3774023861482416760,host,Rhinolophus euryale,Anthony,291,12015329125840172818
16007965652603033093,host,Rhinolophus sinicus (bat),Anthony,292,17492752780626056344
11829523464596609800,host,Phoca vitulina richardsii (harbor seal),Anthony,293,5683972153988966283
15870754860690515384,host,Homo sapiens; female; 32 years,Anthony,296,11652268155167045279
15615521782636254383,host,Miniopterus australis,Anthony,297,3183353749020042732
5871027425903281782,host,Rhinolophus megaphyllus,Anthony,298,11804900395100892632
15198046835863694637,host,Myotis macropus,Anthony,299,13338092457140319409
14065026941077742116,host,Rhinonycteris aurantius,Anthony,300,17412179268170692039
12527341390939589189,host,Dobsonia moluccensis,Anthony,303,12585787240376128317
11176243556161667412,host,Anser fabalis,Anthony,304,3705492780442457113
4846138369583127522,host,Anas sp.,Anthony,305,10378096283601357754
12014157730436866188,host,Anser sp.,Anthony,306,17187604224074629301
12217123608065251671,host,Rhinopoma hardwickii,Anthony,307,11588382507590165681
17254954034386026078,host,Taphozous perforatus,Anthony,308,14255984599348061884
16740952264348925858,host,Ptenochirus jagori,Anthony,309,13390032006769119174
16103190805448752007,host,Sus scrofa domesticus,Anthony,310,1991314285762457464
2223141903613013510,host,Pipistrellus nathusii,Anthony,311,2584065675556460516
1677338006196176574,host,Pipistrellus pygmaeus,Anthony,312,12857359065693372684
3017131359436231995,host,Ardeola bacchus,Anthony,313,1564169609025772956
8151012915431838660,host,Dendrocygna javanica,Anthony,314,1215741860244864846
6722386522095784994,host,Anas penelope,Anthony,315,1917489432692767215
8470094849795647992,host,Anas clypeata,Anthony,316,2937383747200766471
5762492010621821371,host,Ardea cinerea,Anthony,317,10683028780703639234
11697510419849842950,host,Anas acuta,Anthony,318,15787378637402938615
9117753619451474984,host,Phalacrocorax carbo,Anthony,319,15362044846594531088
4818323027420832672,host,Anas americana,Anthony,320,8201333610897467604
5580903987121302402,host,Aythya fuligula,Anthony,321,10609507165556919554
11422614721247639813,host,Platalea minor,Anthony,322,9013466089170633461
4734746834349208880,host,Columbia livia (Feral pigeon),Anthony,328,16517685904648892420
6906071875772106536,host,Anser anser (Graylag goose),Anthony,329,17063043757946391775
9401295879280185351,host,Homo sapiens; hospitalized patient,Anthony,331,11652268155167045279
11350832086208644754,host,Canis lupus famaliaris,Anthony,332,17608472238069273514
15252392914233923076,host,Homo sapiens; male,Anthony,333,7818969158599414049
8469514022602975080,host,Homo sapiens; male; age 61,Anthony,334,7818969158599414049
11847590268163515533,host,Homo sapiens; female; age 52,Anthony,335,7818969158599414049
15898675043082094381,host,Homo sapiens; male; age 41,Anthony,336,7818969158599414049
17662378262059784576,host,Homo sapiens; female; age 49,Anthony,337,7818969158599414049
3418273519659870119,host,Homo sapiens; male; age 65,Anthony,338,7818969158599414049
11210772233086836725,host,Hipposideros pomona,Anthony,340,1413253536263900068
8194022621593399099,host,Pipistrellus abramus,Anthony,341,10502258262989106389
5968687347586321755,host,Miniopterus pusillus,Anthony,342,9707454767671753157
14135400277379860067,host,Anas bahamensis,Anthony,343,12827686866417591715
1707617354524778617,host,Anser cygnoides,Anthony,344,4726813428963196434
6817827156817527873,host,Erinaceus amurensis,Anthony,345,3512759581816561151
8568341208820973725,host,Tadorna tadornoides,Anthony,365,4896639451670474175
10440635225165466362,host,Anas gracilis,Anthony,366,15936447056976911490
17491634318474696902,host,Calidris acuminata,Anthony,367,4351089502186434211
1385799147903606910,host,Cavia_porcellus,Anthony,368,5611826058629680230
4959014244974624228,host,Mus_musculus,Anthony,369,4266611939445510489
16343620222678899609,host,Tylonycteris robustula,Anthony,371,10137754587126459400
2823808112709584147,host,Myotis velifer,Anthony,372,12493147169816737882
708199416555294020,host,Tadarida brasiliensis,Anthony,373,6448058682466828712
15912912714455233318,host,Carollia sowelli,Anthony,374,15295530116751737929
5183322672228634595,host,Artibeus jamaicensis,Anthony,375,8925708141328805839
13425223201744606340,host,Artibeus phaeotis,Anthony,376,3864348504133900863
11388919727657739574,host,Carollia perspicillata,Anthony,377,15546463462756473567
2011422507919775331,host,Nyctinomops laticaudatus,Anthony,378,3678595264836373041
5221516767359171373,host,Lonchorhina aurita,Anthony,379,2090727806460270323
7399723695364522613,host,Eptesicus,Anthony,380,1192279301398068278
2701654432193646634,host,Arenaria interpres (ruddy turnstone),Anthony,382,688205662366678483
13596273957766663729,host,Calidris ruficollis (red-necked stint),Anthony,383,9925901120878402268
4387864581266895450,host,Tadorna radjah (radjah shelduck),Anthony,384,630575974588189565
12056154398845064914,host,Egretta picata (pied heron),Anthony,385,7146199425876875790
8386261393183136004,host,Anas superciliosa (Pacific black duck),Anthony,386,3281692976794553834
4095789837892408427,host,Anas gracilis (grey teal),Anthony,387,15689672270564655444
18074809615094461658,host,Calidris ferruginea (curlew sandpiper),Anthony,388,18148226570546089899
17744264793264159940,host,Nannopterum brasilianus,Anthony,389,4512792576546384457
8614403520173595824,host,Chroicocephalus ridibundus,Anthony,390,2382333189934982704
15356465825850237216,host,Larus fuscus,Anthony,391,9972414483321018076
3170891589595010588,host,Cygnus cygnus,Anthony,392,15266791825678471245
4644726237042066729,host,Larus argentatus,Anthony,393,9206137980072470687
6423102649351050987,host,Clangula hyemalis,Anthony,394,9971009145921508652
10248360069538589754,host,Columba sp.,Anthony,395,14473149311772947386
4034805984694985203,host,Hipposideros vittatus,Anthony,396,11542917214894199682
12904407988211642368,host,Bos taurus breed Holstein calf,Anthony,397,13413049758680395636
1731581300519578889,host,Bos taurus breed Holstein,Anthony,398,13413049758680395636
5660450705429816696,host,Phasianus colchicus,Anthony,399,17035019879358153750
13632113846361178613,host,Myotis riparius,Anthony,400,7789312109156709609
10652784548076879135,host,Myotis nigricans,Anthony,401,159257303190182083
1263356283052042710,host,Molossus rufus,Anthony,402,11479980143631911118
14530630254860965138,host,Eumops glaucinus,Anthony,403,9309433793162711074
270789817869723313,host,Bos taurus (cattle),Anthony,404,5549035660701021675
7137508460731687351,host,Myotis dasycneme,Anthony,411,3875856282904621454
17024989619519487196,host,Myotis daubentoni,Anthony,412,15202257867962613139
14288357556006778636,host,Nyctalus noctula,Anthony,413,11478728405163546840
16416476552697710774,host,Aythya marila,Anthony,414,4520118680799066492
2774394983526414356,host,Pteropus rufus,Anthony,416,13468799988700610622
